Genes,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
Gm28935,3.80666249,1.098612289,3.295836866,0,0,3.713572067,0,0,0,2.302585093,0.693147181,0.777799049,4.442651256,4.890349128,5.587248658,2.708050201,4.406719247,4.983606622,5.579729826,3.713572067,4.290459441,4.356708827,4.043051268,4.369447852
Gm12107,0,0,0,0,0,0,0,0,0.693147181,0,1.609437912,0,4.859812404,4.025351691,5.262690189,0.693147181,4.521788577,4.043051268,4.934473933,3.828641396,5.267858159,4.262679877,4.521788577,2.772588722
Gm16015,4.605170186,4.369447852,3.610917913,5.327876169,4.418840608,4.290459441,2.079441542,4.189654742,4.454347296,4.276666119,3.044522438,3.478194277,0,0,0,0,0,0,0,0,0,0,0,2.833213344
F730311O21Rik,8.482601747,7.938088727,6.946975992,8.539737156,8.364508104,8.154500175,8.06117136,7.774855767,8.13446757,7.800572655,8.009363077,5.728763746,4.927253685,5.730099783,5.986452005,5.509388337,5.777652323,5.313205979,5.730099783,4.672828834,5.552959585,5.940171253,4.890349128,5.023880521
Ltbp3,0.693147181,0.693147181,0,2.302585093,1.609437912,3.295836866,2.708050201,1.945910149,0.693147181,2.708050201,0,1.164536587,3.526360525,2.079441542,0,0,0,0,0,0,3.36729583,1.609437912,0.693147181,2.197224577
Gm17072,0,2.772588722,0,0,0,0.693147181,0,0,0.693147181,0,3.610917913,2.195710099,3.663561646,4.663439094,4.624972813,3.80666249,2.302585093,4.9698133,4.990432587,4.219507705,4.65396035,4.394449155,4.158883083,3.496507561
Cdc42bpb,5.192956851,5.099866428,5.288267031,6.133398043,5.666426688,5.420534999,5.056245805,5.472270674,5.231108617,6.023447593,5.147494477,3.078940862,4.110873864,5.043425117,5.631211782,5.690359454,5.342334252,5.402677382,4.795790546,5.056245805,4.691347882,4.804021045,2.995732274,5.043425117
Grap2,8.379079889,7.996653875,7.628031127,8.492080491,8.745602852,8.205218426,8.303504799,8.087025471,8.35819746,8.096208272,8.32700074,5.851428519,9.431882642,9.413770892,9.701983176,9.354527292,9.60238246,9.885985277,9.783351751,9.387565631,9.410174354,9.109967398,8.753687227,8.849513965
Gm47242,5.176149733,4.543294782,4.86753445,5.468060141,5.743003188,5.135798437,4.905274778,5.814130532,4.48863637,6.03787092,4.927253685,0.166328514,4.406719247,3.688879454,4.59511985,4.820281566,3.784189634,4.634728988,3.218875825,4.430816799,4.189654742,5.313205979,3.258096538,2.944438979
Pkd1l2,0,2.079441542,0,1.609437912,0.693147181,0,0,0,0.693147181,0,0.693147181,0.690821628,1.609437912,1.609437912,0.693147181,0,0,0.693147181,0,1.609437912,2.995732274,2.708050201,0,2.079441542
Plod2,0,3.433987204,0,3.761200116,0,0.693147181,0,0,0,0,0,0,2.708050201,2.995732274,4.553876892,4.007333185,0,4.204692619,2.397895273,1.609437912,2.197224577,1.791759469,3.36729583,3.496507561
Ptprk,0,0,4.110873864,0,0,0,0,0,0,0,0,0,3.433987204,4.521788577,5.370638028,0,4.043051268,4.304065093,4.510859507,4.521788577,3.526360525,4.007333185,0.693147181,3.258096538
Cenpf,0.693147181,3.044522438,3.36729583,0.693147181,0.693147181,2.302585093,0,4.234106505,3.931825633,4.820281566,0.693147181,1.585361251,4.454347296,5.560681631,6.00635316,4.343805422,4.248495242,5.220355825,3.33220451,5.866468057,4.394449155,6.396929655,4.65396035,5.159055299
Adam6b,3.784189634,3.912023005,0,5.147494477,3.135494216,4.762173935,3.555348061,2.708050201,4.025351691,0,4.465908119,1.308588788,3.828641396,1.609437912,4.262679877,2.197224577,3.091042453,4.634728988,5.135798437,3.583518938,4.33073334,1.791759469,2.833213344,3.091042453
Irf5,9.261888634,8.862625169,8.970940398,9.554993341,9.418898065,9.019179867,9.05157908,8.74544368,9.201097791,9.086589565,9.249368759,6.576692785,5.375278408,6.756932389,6.278521424,6.135564891,5.80814249,4.882801923,4.836281907,5.929589143,5.062595033,5.549076085,4.86753445,4.86753445
Trav15-1-dv6-1,0,0,0,0,0,0,0,0,0,0,0,0,4.369447852,3.044522438,4.753590191,4.644390899,5.099866428,5.017279837,4.532599493,3.912023005,5.049856007,4.33073334,3.555348061,4.110873864
Mutyh,6.023447593,5.204006687,6.042632834,6.278521424,6.01615716,5.010635294,6.188264123,5.638354669,6.035481433,5.568344504,6.008813185,1.840276013,5.262690189,5.541263545,6.118097198,5.978885765,5.872117789,6.042632834,6.475432717,6.023447593,5.690359454,5.075173815,4.17438727,5.583496309
Rxra,3.951243719,4.248495242,5.214935758,4.510859507,3.63758616,3.713572067,4.727387819,3.583518938,1.791759469,3.33220451,2.302585093,0.98472449,6.152732695,6.938284484,7.200424893,6.801283034,7.044905117,7.047517221,6.670766321,6.966024187,6.570882962,6.931471806,6.240275845,6.576469569
Traj19,0,0,0,0,0,0,0,0,0,0,0,0,4.343805422,5.030437921,4.406719247,3.784189634,3.828641396,4.691347882,4.564348191,4.406719247,4.770684624,4.727387819,4.025351691,3.713572067
Gm47862,4.836281907,4.727387819,5.017279837,4.990432587,4.343805422,3.970291914,4.442651256,3.135494216,4.127134385,3.713572067,3.970291914,2.272239112,1.386294361,3.36729583,0,0,0,0,0,0,0,0,2.397895273,1.386294361
Rragd,3.36729583,3.465735903,0,4.094344562,3.951243719,3.912023005,1.791759469,3.970291914,2.564949357,0.693147181,2.197224577,2.085169203,5.003946306,5.068904202,4.955827058,5.476463552,5.247024072,5.204006687,5.023880521,5.214935758,4.9698133,5.236441963,3.871201011,4.49980967
Gm36208,0,0,0,0,0,0,0,0,0,0,0,0,3.258096538,4.025351691,2.890371758,2.564949357,4.465908119,0.693147181,3.433987204,4.700480366,4.007333185,3.583518938,3.36729583,4.127134385
Hdac11,5.036952602,5.209486153,4.219507705,5.442417711,5.049856007,4.795790546,4.262679877,5.068904202,5.272999559,2.833213344,4.510859507,1.74478953,2.302585093,4.912654886,4.644390899,3.17805383,3.713572067,2.63905733,3.496507561,0,0.693147181,0,3.433987204,3.465735903
Gm13571,3.496507561,3.218875825,0,4.234106505,3.36729583,4.382026635,4.343805422,0,1.945910149,0,2.197224577,0,5.164785974,4.553876892,3.36729583,5.135798437,4.454347296,5.342334252,3.295836866,4.736198448,4.49980967,4.96284463,3.496507561,3.401197382
Mrc2,0,1.609437912,0,0,1.609437912,0,0,3.044522438,0,0,0.693147181,0,3.401197382,0,0,0,0,0,0,0,0,0,0,2.944438979
Gm2800,0,0,0,0,0,0,0,0,0,0,0,0.008326558,4.624972813,4.700480366,4.290459441,4.634728988,5.117993812,5.379897354,4.672828834,3.17805383,4.700480366,3.135494216,4.543294782,3.970291914
Pard3b,5.602118821,5.18178355,3.610917913,5.774551546,4.718498871,5.402677382,4.33073334,4.804021045,5.283203729,5.087596335,4.204692619,0.384268166,0.693147181,0,0,1.609437912,0,4.007333185,0,2.995732274,1.945910149,2.995732274,0,1.945910149
Ifih1,3.931825633,4.510859507,0.693147181,4.983606622,4.744932128,3.850147602,0,4.158883083,3.688879454,3.931825633,4.369447852,2.398528363,6.551080335,6.71417053,6.240275845,6.859614904,6.638567789,7.280697195,6.625392368,6.326149473,6.49677499,7.236339343,5.843544417,6.025865974
Txk,4.454347296,5.556828062,3.496507561,5.771441123,5.480638923,5.407171771,5.241747015,5.220355825,5.043425117,5.087596335,4.553876892,3.109676472,8.553332238,9.070273383,9.11195547,8.721439306,8.852378887,9.404096306,9.034080407,8.718500048,8.950662496,8.876823763,8.240385116,8.385716829
Akap1,0,2.397895273,0,3.713572067,2.197224577,2.564949357,0,2.63905733,3.33220451,3.044522438,3.044522438,0,3.871201011,3.737669618,4.912654886,5.099866428,5.123963979,5.97126184,5.135798437,4.919980926,4.605170186,5.056245805,4.477336814,4.663439094
Mmp11,4.65396035,3.610917913,4.574710979,5.733341277,5.375278408,4.442651256,4.882801923,4.465908119,4.248495242,5.509388337,4.454347296,0.538715069,3.33220451,4.955827058,3.526360525,4.234106505,4.663439094,5.099866428,4.521788577,2.63905733,3.80666249,3.465735903,4.882801923,3.135494216
Slc4a3,4.663439094,4.9698133,4.644390899,4.96284463,5.257495372,4.465908119,5.043425117,4.394449155,5.308267697,3.850147602,4.043051268,2.038857555,0.693147181,0,0.693147181,0,0,0,0,0,1.945910149,0,0,2.197224577
Naip3,1.386294361,2.772588722,0.693147181,2.079441542,1.098612289,1.098612289,0,2.944438979,1.098612289,2.833213344,1.386294361,0.926684452,1.098612289,1.098612289,3.33220451,0,0.693147181,0,1.609437912,1.098612289,1.098612289,0.693147181,1.386294361,1.945910149
Gm15527,0,1.945910149,0,0,0,0,0,0,0,0,0,0,3.135494216,2.63905733,4.779123493,4.276666119,3.218875825,4.158883083,5.147494477,3.17805383,4.276666119,2.197224577,3.17805383,3.891820298
Ceacam18,0,0,0,0,0,0,0,0,0,0,0,1.781194723,0,0,0,1.791759469,0,0,0,0,0,0,0,0
Traj30,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,4.682131227,5.204006687,4.189654742,4.356708827,5.683579767,4.510859507,4.532599493,3.610917913,4.382026635,4.543294782,3.970291914
Trav9-1,0,0,0,0,0,0,0,0,0,0,0,0,4.454347296,4.17438727,4.744932128,4.110873864,5.036952602,4.158883083,5.087596335,4.262679877,3.401197382,3.36729583,4.644390899,3.555348061
Gm42928,4.804021045,4.143134726,1.945910149,4.110873864,4.094344562,3.912023005,4.418840608,4.077537444,4.844187086,3.135494216,4.317488114,1.356569949,2.564949357,2.197224577,0,1.386294361,2.197224577,2.302585093,0,1.791759469,4.007333185,1.386294361,3.17805383,0
Chrm3,0,0,0,0,0,0,0,0,0,0,0,0,3.688879454,2.995732274,5.170483995,4.682131227,4.234106505,2.833213344,3.17805383,4.543294782,4.189654742,0,2.995732274,2.944438979
Pycr1,3.33220451,2.48490665,0,0,1.386294361,3.465735903,0,1.945910149,2.833213344,0,0,0.124249848,1.945910149,1.609437912,0,0,0,3.526360525,1.098612289,1.098612289,3.135494216,0,0,2.48490665
Mmp2,2.079441542,2.564949357,0,0,0,0,3.295836866,0,1.609437912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnnt1,0,0,0,0,0,1.945910149,0,0,0.693147181,1.791759469,0.693147181,0.538085295,2.772588722,3.044522438,4.844187086,2.833213344,4.875197323,4.753590191,4.110873864,4.682131227,4.025351691,4.204692619,3.401197382,3.713572067
Glp2r,0,0,0,0,1.386294361,0,0,0.693147181,0,0,3.044522438,1.222573478,0,2.944438979,0,0,0,0.693147181,0,3.433987204,2.197224577,0,2.397895273,0
Bspry,4.189654742,4.477336814,3.218875825,5.605802066,5.361292166,4.521788577,5.33753808,5.187385806,4.290459441,3.931825633,5.135798437,3.01158366,3.784189634,4.882801923,4.634728988,5.056245805,4.912654886,2.564949357,4.17438727,5.278114659,4.394449155,4.477336814,4.077537444,4.317488114
Dmwd,3.970291914,0.693147181,4.158883083,5.093750201,4.927253685,5.123963979,4.158883083,2.708050201,4.127134385,4.276666119,3.912023005,1.484633178,3.36729583,0,0,0,0,0,0,0.693147181,0,2.397895273,0,0
Gm48673,0,3.433987204,0.693147181,0,0,1.098612289,0,1.609437912,2.890371758,0,0,1.888441354,4.882801923,4.882801923,5.33753808,5.303304908,5.209486153,4.912654886,5.638354669,4.718498871,6.018593214,4.634728988,4.543294782,4.955827058
Mag,3.295836866,1.609437912,0,0,1.098612289,0.693147181,0,0,3.63758616,0,0,0.812015485,0,2.63905733,0,0,0,0,0,0,0.693147181,0.693147181,0,2.63905733
Tmem17,4.025351691,4.304065093,5.068904202,4.189654742,4.934473933,4.262679877,3.465735903,4.521788577,4.634728988,3.63758616,3.850147602,0.072249777,2.197224577,0,0,0,0,0,0,0,3.850147602,0,0,0
Tmtc1,3.688879454,2.63905733,0.693147181,3.828641396,0,3.258096538,0.693147181,0,2.708050201,0.693147181,0,2.235697859,2.944438979,3.218875825,1.609437912,4.127134385,5.010635294,2.833213344,4.727387819,1.386294361,3.36729583,3.526360525,2.397895273,3.828641396
Crispld2,0,0,0,0,0,0,0,0,0,0,0,0,2.397895273,0,0.693147181,0.693147181,0,0,0,0,0,0,0.693147181,0
Ogfrl1,5.631211782,6.02827852,5.768320996,6.317164687,6.084499413,5.666426688,5.480638923,5.347107531,5.609471795,4.804021045,5.940171253,5.229092389,4.890349128,4.127134385,2.772588722,2.302585093,4.48863637,4.060443011,3.583518938,3.737669618,4.219507705,4.709530201,3.610917913,2.708050201
Adam15,3.555348061,4.65396035,4.564348191,3.850147602,4.110873864,4.276666119,4.127134385,4.663439094,4.727387819,4.727387819,3.688879454,0.294975497,4.682131227,5.420534999,5.38907173,5.762051383,5.402677382,4.442651256,4.919980926,5.361292166,3.713572067,5.209486153,3.951243719,4.543294782
Gm43856,0,1.945910149,0,1.945910149,2.079441542,0,0,0,0,1.945910149,1.609437912,1.373043312,3.295836866,3.583518938,4.077537444,0,2.772588722,4.382026635,4.465908119,0.693147181,3.555348061,3.36729583,0,1.098612289
Ntng2,4.158883083,4.859812404,0,3.988984047,3.713572067,3.663561646,2.197224577,4.17438727,1.945910149,2.197224577,4.143134726,2.92130678,5.087596335,6.318968114,5.433722004,5.886104031,5.056245805,5.123963979,5.826000107,6.204557763,6.095824562,5.659482216,5.159055299,5.476463552
Kdelc2,0,0,0,3.583518938,0,3.663561646,0,2.197224577,2.397895273,0,1.945910149,1.357354138,2.944438979,5.225746674,2.564949357,3.295836866,4.290459441,0,3.970291914,2.890371758,2.397895273,4.219507705,3.988984047,4.007333185
Slc25a43,2.564949357,0,0.693147181,3.295836866,0,1.945910149,2.564949357,3.091042453,2.397895273,0.693147181,2.833213344,2.221318922,0,0,0,0,0,0,0,2.708050201,0,0.693147181,0,0
Gm26110,0,0,0,0,0,0,0.693147181,0,0,0,0.693147181,0,1.945910149,0,0,0,0.693147181,0,0,0,0,0.693147181,0,0
Gm27008,1.945910149,0,3.526360525,3.931825633,2.397895273,3.433987204,0.693147181,3.36729583,3.218875825,0,3.496507561,0,4.290459441,5.068904202,5.886104031,5.231108617,4.127134385,4.605170186,5.225746674,4.025351691,5.384495063,4.736198448,4.584967479,3.713572067
Capn5,6.639875834,6.66949809,6.650279049,7.23489842,7.056175284,6.418364936,6.635946556,6.69950034,6.88550967,6.722629795,6.852242569,5.702357979,0,4.844187086,0,4.584967479,3.465735903,0,3.784189634,3.135494216,2.079441542,2.397895273,0,2.197224577
Gm40645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hpn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,1.945910149,0,0.693147181,0,2.197224577,0,3.044522438,0,2.079441542
Gm45745,7.396335294,7.349230825,6.782192056,7.652070746,7.669495251,7.153833802,6.773080376,6.694562059,6.972606251,7.268920128,7.136483209,5.081480889,3.891820298,4.465908119,4.718498871,4.682131227,4.442651256,4.521788577,4.418840608,3.761200116,3.912023005,4.584967479,5.010635294,4.317488114
Nr4a2,0,0,0,0,0,0,0,0,0,0,0,0,3.784189634,1.945910149,3.713572067,2.772588722,3.610917913,3.761200116,3.496507561,2.197224577,0.693147181,3.135494216,1.386294361,2.397895273
Rilp,2.63905733,3.496507561,3.850147602,2.995732274,3.496507561,1.945910149,4.543294782,2.708050201,4.043051268,0,3.850147602,0.137705186,0,4.615120517,4.48863637,0,3.17805383,1.945910149,3.433987204,0,0,2.564949357,2.397895273,2.995732274
Creb5,0,0,0,0,0,0,0,0,0,3.713572067,0,0,1.098612289,0,0,0,0,0,0,0,0,0,0,0.693147181
B3gnt5,9.126306376,8.927844826,9.044403844,9.370160663,9.079434102,8.954673629,8.834628222,8.51218065,8.570923514,8.374246182,8.56959587,1.994014113,6.142037406,6.795705775,6.693323668,5.802118375,6.338594078,7.160845907,6.974478911,6.642486801,6.786716951,6.64898455,5.834810737,6.453624999
1700025N23Rik,0,0,0,0,0,0,0,0,0,0,0,1.567128041,0,1.098612289,0,0,0,0,0,0,0,0,2.302585093,0
Myom1,0.693147181,2.772588722,0,4.158883083,0,1.945910149,0,0,0,0,0.693147181,0,0.693147181,0.693147181,4.574710979,4.158883083,3.871201011,0,0,3.218875825,3.951243719,4.762173935,2.397895273,3.465735903
Ccdc162,3.80666249,1.098612289,3.218875825,1.609437912,2.302585093,0,0,2.197224577,3.33220451,0.693147181,1.791759469,1.946888838,3.496507561,4.779123493,4.882801923,2.079441542,5.010635294,3.496507561,4.762173935,4.934473933,5.135798437,4.127134385,3.871201011,3.891820298
Scand1,6.206575927,7.303170051,6.184148891,4.86753445,5.332718793,7.504391559,7.797291274,7.587310506,7.939158818,4.770684624,7.829630389,7.461545973,7.333676396,5.075173815,3.931825633,6.52649486,4.007333185,2.995732274,4.718498871,6.035481433,5.620400866,7.00033446,6.979145275,6.927557906
Fap,0,0,0,2.197224577,0,0,0,0,0,0,0,1.021978894,3.17805383,0,0,2.995732274,0,0,2.995732274,2.397895273,3.496507561,3.63758616,0,0.693147181
Bicdl1,5.023880521,4.804021045,3.784189634,5.288267031,4.605170186,4.430816799,5.135798437,5.003946306,5.384495063,5.111987788,4.976733742,1.79127071,8.301273485,8.337587942,8.460411177,8.249052274,8.376781038,8.637107288,8.452547998,8.309184528,8.154500175,8.148734809,7.827240902,7.910957383
Crb3,4.691347882,3.401197382,4.828313737,4.86753445,4.828313737,4.941642423,4.744932128,5.164785974,5.252273428,4.574710979,4.317488114,0.109183728,0,4.007333185,3.295836866,0,3.496507561,4.882801923,3.784189634,4.077537444,3.610917913,4.356708827,0.693147181,2.48490665
1700011I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kank2,0,0,0,0,3.218875825,3.218875825,0,0.693147181,0,0.693147181,0.693147181,0,2.48490665,2.397895273,0,0,0,0,0,0,0,1.609437912,0,0
Gm45515,6.593044534,5.998936562,5.541263545,6.73459166,6.869014451,6.306275287,5.899897354,5.713732806,6.284134161,6.184148891,5.860786223,0.340407055,2.079441542,2.833213344,0,0,0,0,0,2.833213344,2.302585093,0,2.833213344,1.791759469
Chic1,3.80666249,4.343805422,3.850147602,4.204692619,4.691347882,3.80666249,3.258096538,4.060443011,4.510859507,3.583518938,4.290459441,1.390538574,4.465908119,4.744932128,3.688879454,4.158883083,4.691347882,4.787491743,3.850147602,4.927253685,4.382026635,5.068904202,4.543294782,4.882801923
Aicda,2.833213344,3.218875825,3.828641396,3.135494216,3.17805383,2.944438979,3.970291914,1.609437912,2.197224577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12364,0.693147181,0.693147181,0,0,2.564949357,2.197224577,0,0,0,4.304065093,0,0,2.63905733,0,0,2.397895273,2.833213344,0,2.772588722,0,0,2.944438979,0,2.890371758
Ceacam16,4.86753445,4.110873864,3.36729583,5.062595033,4.624972813,3.135494216,5.062595033,4.394449155,4.406719247,2.833213344,4.33073334,3.704560815,0,2.48490665,3.688879454,0,0,1.098612289,0.693147181,0,0,0,0,0
Igkv4-92,4.736198448,3.295836866,4.382026635,4.795790546,3.891820298,4.584967479,3.871201011,4.382026635,4.770684624,4.624972813,3.663561646,2.050738585,0,0,0,0,0,0,0,0,0,0,0,0
Slc29a4,5.111987788,4.727387819,4.770684624,4.65396035,5.720311777,5.398162702,5.323009979,4.442651256,4.905274778,3.17805383,5.379897354,0.869626626,1.098612289,0,2.397895273,4.189654742,1.791759469,2.772588722,0,4.143134726,3.496507561,3.33220451,3.33220451,3.850147602
Pak1,3.713572067,3.737669618,0.693147181,3.465735903,4.077537444,2.079441542,4.48863637,2.995732274,2.079441542,3.610917913,3.713572067,1.693609026,4.844187086,5.129898715,5.866468057,4.406719247,5.429345629,5.877735782,5.828945618,5.159055299,5.308267697,4.96284463,3.912023005,3.33220451
Aldh3b1,6.206575927,6.458338283,6.184148891,7.019296654,6.522092798,6.135564891,6.588926478,6.357842267,6.33150185,6.276643489,6.559615237,5.872179409,4.584967479,4.605170186,3.526360525,5.631211782,4.997212274,1.791759469,3.988984047,4.219507705,4.394449155,3.526360525,3.970291914,3.931825633
Epas1,0,3.295836866,0,0,3.135494216,3.583518938,0,0,3.401197382,3.135494216,2.833213344,1.749417006,6.391917113,6.033086222,6.428105273,6.003887067,6.472346295,6.597145702,6.182084907,5.973809612,6.251903883,5.673323267,5.129898715,5.765191103
Gm44937,0,0,0,0,0,0,0,0,0,0.693147181,0,0,1.609437912,2.995732274,4.934473933,3.36729583,4.025351691,4.905274778,4.882801923,3.663561646,3.218875825,5.298317367,2.890371758,4.025351691
Crisp3,5.420534999,4.418840608,4.510859507,5.170483995,4.976733742,4.17438727,4.219507705,3.465735903,3.828641396,4.859812404,4.127134385,1.435229452,0,0,0,0,0,0,0,0,0,0.693147181,0,0
Gm29340,0,0.693147181,0,0,0.693147181,0,0.693147181,0,1.609437912,0,3.583518938,0.463913285,0,0,0,0,0,0,0,0.693147181,0,0,0,0
Trim2,1.098612289,0,1.945910149,0.693147181,2.302585093,3.36729583,1.945910149,2.63905733,0,0,1.791759469,1.737792737,4.615120517,4.762173935,5.379897354,3.80666249,4.727387819,5.902633333,4.94875989,5.472270674,4.762173935,4.828313737,5.192956851,4.779123493
Gm15513,3.496507561,2.397895273,0,4.304065093,3.784189634,3.044522438,4.543294782,0.693147181,3.583518938,2.564949357,3.218875825,1.398927056,0,1.945910149,2.944438979,3.871201011,0,0,0,0,3.218875825,0,0,1.098612289
Acot6,0,3.17805383,0,0.693147181,0,1.609437912,0,2.197224577,0,3.610917913,0,1.668400639,4.787491743,2.079441542,4.418840608,2.944438979,4.127134385,3.891820298,4.248495242,4.356708827,3.988984047,4.762173935,4.17438727,4.905274778
Sema6b,3.688879454,3.988984047,4.828313737,4.844187086,4.189654742,3.80666249,3.663561646,4.110873864,3.988984047,3.135494216,4.317488114,2.634809641,2.197224577,1.791759469,0,0,0.693147181,3.610917913,1.609437912,3.135494216,0.693147181,3.258096538,0,0.693147181
Fbxo17,2.63905733,3.17805383,4.317488114,2.564949357,2.397895273,2.708050201,3.218875825,0,2.302585093,3.135494216,0,0,4.997212274,5.986452005,4.836281907,5.351858133,5.293304825,5.068904202,4.127134385,5.497168225,5.780743516,4.990432587,4.17438727,5.010635294
Gm8378,0,0,0,0,0,0,1.945910149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564949357,0,0
Adgrl4,0,3.80666249,0,0,0,0,0,0,0,0,0,0,1.609437912,0,0,0,0,0,0,0.693147181,0,0,0,0.693147181
Gm15650,3.891820298,3.555348061,3.218875825,3.713572067,4.143134726,2.995732274,2.995732274,3.951243719,3.951243719,0.693147181,3.583518938,3.264994351,0,0,0,0,0,0,0,0,0,0,0,2.197224577
Kremen2,0,0.693147181,0,2.197224577,0,1.609437912,0,0,1.098612289,2.708050201,0,0,3.828641396,4.836281907,4.96284463,5.351858133,3.891820298,4.477336814,3.258096538,4.158883083,3.912023005,4.204692619,3.17805383,3.401197382
Gm6630,0,0,0,0,0,0,0,0,0,0,0.693147181,0,4.762173935,5.017279837,3.871201011,3.784189634,4.672828834,5.056245805,4.836281907,4.442651256,4.553876892,3.737669618,2.197224577,3.970291914
Raph1,3.33220451,3.36729583,3.891820298,3.784189634,3.496507561,4.110873864,1.791759469,1.609437912,2.833213344,2.397895273,3.737669618,2.052240033,5.860786223,5.905361848,5.480638923,5.159055299,5.170483995,5.017279837,5.549076085,5.897153868,5.659482216,6.65544035,5.446737372,6.180016654
Pdlim3,4.454347296,2.564949357,4.770684624,4.356708827,4.304065093,4.510859507,3.951243719,4.532599493,4.919980926,4.744932128,4.025351691,1.316499837,0,0,0,0,0,0,0,0,0,0,0,0
Scn8a,3.871201011,4.672828834,4.248495242,5.075173815,4.820281566,4.406719247,5.003946306,3.401197382,4.736198448,2.48490665,4.025351691,2.022190225,2.564949357,0,0,3.912023005,0,2.197224577,2.944438979,3.295836866,0.693147181,3.610917913,0.693147181,3.091042453
Gm9042,2.197224577,0,0,1.609437912,1.609437912,0,2.833213344,0,0,0,0,0,4.356708827,5.361292166,4.510859507,1.386294361,5.170483995,5.159055299,4.990432587,4.406719247,4.852030264,5.135798437,4.189654742,4.110873864
Traj34,0,0,0,0,0,0,0,0,0,0,0,0,3.496507561,4.624972813,4.882801923,4.624972813,3.496507561,4.997212274,4.644390899,4.158883083,3.044522438,4.406719247,3.891820298,4.644390899
F2rl2,1.386294361,3.044522438,0,4.852030264,1.098612289,2.708050201,3.36729583,3.970291914,0,4.836281907,2.564949357,0,5.605802066,5.638354669,5.846438775,5.267858159,5.717027701,5.402677382,5.805134969,5.746203191,5.609471795,6.163314804,4.96284463,5.402677382
Ccdc146,1.386294361,0.693147181,0,3.80666249,4.025351691,2.833213344,3.713572067,1.945910149,3.218875825,3.784189634,3.688879454,0,3.17805383,3.36729583,4.532599493,2.890371758,4.094344562,0,3.091042453,0,4.615120517,4.234106505,3.433987204,2.708050201
Gm43215,0.693147181,2.397895273,0,2.833213344,3.091042453,1.945910149,4.795790546,3.044522438,2.708050201,4.584967479,0,0,1.791759469,2.833213344,1.098612289,2.079441542,3.258096538,2.397895273,3.891820298,2.197224577,0.693147181,2.890371758,0,1.945910149
Ighv1-63,4.234106505,4.060443011,3.433987204,4.912654886,5.332718793,4.553876892,4.290459441,3.555348061,4.304065093,4.430816799,4.369447852,0.091482044,0,0,0,0,0,0,0,0,0,0,0,0
Apbb2,5.141663557,2.890371758,0,4.304065093,3.218875825,4.158883083,4.304065093,4.17438727,3.295836866,3.970291914,4.844187086,0.561485956,5.774551546,4.770684624,4.143134726,4.709530201,5.393627546,5.707110265,4.465908119,5.318119994,4.564348191,4.836281907,3.871201011,4.584967479
Gm5547,1.609437912,2.564949357,3.218875825,2.564949357,3.663561646,1.609437912,3.496507561,0,1.609437912,0,3.295836866,0,5.468060141,5.723585102,6.118097198,5.857933154,5.680172609,5.575949103,5.934894196,5.442417711,5.288267031,4.976733742,4.96284463,4.682131227
Traj25,0,0,0,0,0,0,0,0,0,0,0,0,4.110873864,3.828641396,5.225746674,2.48490665,4.418840608,4.234106505,5.278114659,4.219507705,4.110873864,3.33220451,4.521788577,4.110873864
Col8a2,1.945910149,1.609437912,0,0,2.197224577,0.693147181,0,0,3.713572067,0.693147181,2.197224577,1.254988423,3.610917913,0,2.564949357,0,3.295836866,4.634728988,1.945910149,1.791759469,0,0.693147181,3.828641396,3.091042453
Igf2bp2,0,2.564949357,0,2.564949357,1.945910149,0,0.693147181,0,0,0,0,2.115943342,4.262679877,4.691347882,5.313205979,4.276666119,3.988984047,4.276666119,5.111987788,4.691347882,5.192956851,4.510859507,0,4.442651256
Clspn,2.772588722,2.564949357,0,3.850147602,0,2.63905733,1.098612289,4.276666119,3.555348061,3.218875825,1.945910149,0.678041157,4.59511985,4.8978398,4.875197323,4.615120517,4.510859507,4.905274778,4.605170186,6.909753282,5.010635294,6.635946556,5.030437921,5.564520407
Gm15396,0,2.944438979,0,3.295836866,3.401197382,3.33220451,3.970291914,3.737669618,3.433987204,0,1.791759469,2.988076614,0,0,0,0,0,0,0,0,0,0,0,0
Kcnc3,5.579729826,4.787491743,5.017279837,5.834810737,5.609471795,5.513428746,5.598421959,4.744932128,5.488937726,5.129898715,5.746203191,2.660026574,0.693147181,3.17805383,0,2.944438979,0,1.945910149,0,0,0,0,2.564949357,1.609437912
Coro2b,0,3.135494216,0,0,0,1.945910149,0,1.609437912,2.890371758,3.218875825,0,0.746482912,4.96284463,4.430816799,5.361292166,4.158883083,4.043051268,3.891820298,3.36729583,4.709530201,3.218875825,4.820281566,3.091042453,5.420534999
